carat,table,x,y,z,cut_Ideal,cut_Premium,color_E,color_I,clarity_SI2,clarity_VVS1,price
1.53,58.0,7.37,7.4,4.55,False,True,False,False,False,True,2401.0
1.5,59.0,7.34,7.36,4.47,False,True,True,False,True,False,9157.0
1.5,57.0,7.26,7.3,4.56,False,False,False,False,False,False,9157.0
1.26,58.0,6.92,6.83,4.27,False,False,False,False,False,False,9158.0
1.7,58.0,7.54,7.51,4.83,False,False,False,False,False,False,9158.0
1.05,56.0,6.57,6.48,4.05,True,False,True,False,False,False,9160.0
0.7,59.0,7.75,7.68,4.71,False,True,False,False,False,False,9165.0
1.22,57.0,6.94,6.93,4.21,True,False,False,False,False,False,9166.0
1.61,60.0,7.66,7.57,4.59,False,True,False,False,True,False,9167.0
1.08,58.0,6.61,6.67,4.0,False,False,False,False,False,False,9168.0
1.2,60.0,6.8,6.84,4.14,False,False,False,False,False,False,9169.0
1.07,56.0,6.6,6.62,4.09,True,False,False,False,False,False,9169.0
1.04,57.0,6.53,6.5,3.99,True,False,False,False,False,False,9169.0
1.61,62.0,7.38,7.35,4.7,False,False,False,False,True,False,9169.0
1.71,55.0,7.58,7.65,4.77,False,False,False,False,False,False,9170.0
1.54,58.0,7.32,7.37,4.61,True,False,False,False,False,False,9171.0
1.25,58.0,6.94,6.91,4.28,False,True,False,False,False,False,9173.0
0.7,57.0,7.48,7.42,4.37,False,True,False,False,True,False,9173.0
1.5,65.0,7.37,7.34,4.43,False,False,False,False,True,False,9173.0
1.5,59.0,7.15,7.1,4.51,False,False,False,False,False,False,9173.0
1.2,57.0,6.71,6.76,4.22,True,False,False,False,False,False,9176.0
1.58,56.0,7.45,7.51,3.53,True,False,False,True,False,False,9176.0
1.21,61.0,6.67,6.72,4.2,True,False,True,False,False,False,9176.0
1.01,56.0,6.39,6.33,4.02,False,False,False,False,False,True,9176.0
1.52,55.0,7.41,7.33,4.58,True,False,False,True,False,False,9176.0
1.51,60.0,7.27,7.31,4.5,False,True,False,True,False,False,9177.0
1.07,56.0,6.55,6.58,4.06,True,False,True,False,False,False,9177.0
1.51,58.0,7.36,7.42,4.46,False,False,False,True,False,False,9178.0
1.36,58.0,7.16,7.2,4.3,False,False,False,False,False,False,9178.0
0.9,54.0,6.17,6.21,3.86,False,False,False,False,False,False,9182.0
1.53,58.0,7.24,7.32,4.59,False,False,False,True,False,False,2401.0
1.51,57.0,7.28,7.34,4.5,False,False,False,True,False,False,9185.0
1.18,62.0,6.92,6.89,4.02,False,True,False,False,False,False,9188.0
1.24,57.0,6.87,6.84,4.25,True,False,False,False,False,False,9188.0
1.53,57.0,7.3,7.35,4.56,True,False,False,True,False,False,9189.0
1.53,57.0,7.36,7.41,4.56,True,False,False,True,False,False,9189.0
2.0,58.0,7.85,7.79,5.01,False,False,False,False,False,False,9193.0
1.23,59.0,6.98,7.05,4.13,False,False,True,False,False,False,9193.0
1.52,60.0,7.42,7.36,4.49,False,True,True,False,True,False,9193.0
1.54,55.0,7.47,7.39,4.6,True,False,False,False,True,False,9193.0
1.14,57.0,5.7,6.74,4.06,True,False,False,False,False,False,9193.0
1.71,59.0,7.88,7.81,4.56,False,True,False,False,False,False,9193.0
1.63,60.0,7.51,7.55,4.66,False,False,False,True,False,False,9199.0
1.62,61.0,7.6,7.53,4.63,False,True,False,False,True,False,9199.0
1.0,57.0,6.31,6.36,3.96,False,False,False,False,False,True,9201.0
1.2,61.0,6.81,6.86,4.21,False,False,False,False,False,False,9203.0
1.22,56.0,6.87,6.92,4.23,True,False,False,False,False,False,9203.0
1.16,58.0,6.67,6.73,4.13,False,False,False,False,False,False,9205.0
1.02,56.0,6.44,6.5,3.94,False,False,False,False,False,False,9205.0
1.79,60.0,7.79,7.83,4.76,False,True,False,False,False,False,9205.0
1.03,56.0,6.64,6.56,3.94,False,True,True,False,False,False,9205.0
1.73,60.0,7.67,7.63,4.74,False,True,False,True,True,False,9207.0
1.74,54.0,7.73,7.69,4.79,True,False,False,False,False,False,9208.0
1.59,58.0,7.43,7.48,4.65,True,False,False,False,False,False,9209.0
1.02,57.0,6.53,6.42,4.01,True,False,False,False,False,False,2401.0
1.12,57.0,6.62,6.66,4.11,True,False,False,False,False,False,9214.0
1.13,57.0,6.72,6.65,4.09,True,False,False,False,False,True,9214.0
1.54,59.0,7.36,7.38,4.6,False,True,False,False,False,True,9215.0
1.21,54.0,6.86,6.8,4.26,True,False,True,False,False,False,9215.0
1.1,56.0,6.76,6.7,4.07,True,False,False,False,False,False,9215.0
1.3,60.0,7.04,6.99,4.27,False,True,False,False,False,False,9216.0
1.45,59.0,7.44,7.42,4.34,False,True,False,False,False,False,9216.0
1.51,57.0,7.25,7.32,4.5,False,False,False,False,False,False,9218.0
1.51,55.0,7.44,7.52,4.48,False,False,False,False,False,False,9218.0
1.51,61.0,7.3,7.35,4.52,False,False,False,False,False,False,9218.0
1.51,56.0,7.29,7.34,4.56,True,False,False,False,False,False,9218.0
1.04,55.0,6.51,6.53,4.02,True,False,False,False,False,False,9218.0
1.0,58.0,6.33,5.71,4.0,False,False,False,False,False,False,9224.0
1.64,58.0,7.58,7.54,4.68,False,True,False,False,True,False,9224.0
1.7,62.0,5.7,7.38,4.67,True,False,False,False,False,False,9225.0
1.17,56.0,6.87,6.84,4.15,True,False,False,False,False,False,9225.0
1.3,55.0,7.04,7.01,4.35,True,False,False,False,False,False,9225.0
1.6,60.0,7.48,7.43,4.65,False,True,False,False,True,False,9229.0
1.6,58.0,7.59,7.5,4.62,False,True,True,False,False,False,9229.0
1.6,58.0,7.57,7.53,4.61,False,True,False,False,True,False,9229.0
1.23,57.0,6.87,6.79,4.24,True,False,False,False,False,False,9230.0
1.56,60.0,5.7,7.58,4.51,False,False,False,True,False,False,9231.0
1.01,59.0,6.49,6.45,3.91,False,True,False,False,False,False,9231.0
1.3,55.2,6.94,6.97,4.36,True,False,False,False,False,True,9232.0
1.34,56.0,7.05,7.1,4.38,True,False,False,False,False,False,9233.0
1.55,56.0,7.41,7.35,4.62,True,False,False,True,False,False,9233.0
1.51,56.0,7.32,7.27,4.57,True,False,False,True,False,False,9234.0
1.51,60.0,7.3,7.25,3.53,False,True,False,False,True,False,9234.0
1.51,61.0,7.41,7.35,4.41,False,True,False,False,False,False,9234.0
1.51,56.0,7.29,7.25,4.54,True,False,False,False,True,False,9234.0
1.51,59.0,7.26,7.18,4.61,False,False,False,True,False,False,9234.0
1.52,60.0,7.5,7.42,4.48,True,False,False,False,False,False,2401.0
1.5,55.0,7.51,7.56,4.41,False,False,False,False,True,False,9236.0
1.03,56.0,6.48,6.5,4.0,True,False,False,False,False,False,9236.0
0.31,57.0,4.37,4.39,2.68,False,False,False,False,False,False,625.0
0.31,56.0,4.29,4.32,2.75,False,False,False,False,False,False,625.0
0.31,55.0,4.33,4.37,2.71,True,False,False,False,False,False,625.0
0.31,59.0,4.44,4.47,2.63,False,True,False,False,False,False,625.0
0.31,56.0,4.36,4.38,2.68,True,False,False,False,False,False,625.0
0.31,57.0,4.3,4.34,2.71,False,False,False,False,False,False,625.0
0.31,56.0,4.29,4.33,2.73,False,False,False,False,False,False,625.0
0.31,60.0,4.31,4.36,2.7,False,True,False,False,False,False,625.0
0.31,56.0,4.34,5.71,2.69,False,False,False,False,False,False,625.0
0.31,58.0,4.28,4.31,2.68,False,False,False,False,False,False,625.0
0.31,57.0,4.27,4.33,2.69,True,False,False,False,False,False,625.0
0.31,59.0,4.35,4.37,2.67,False,True,False,False,False,False,625.0
0.31,56.0,4.29,4.32,2.73,False,False,False,False,False,False,625.0
0.31,58.0,4.32,4.35,2.66,False,True,False,False,False,False,625.0
0.31,56.0,4.28,4.29,2.71,False,False,False,False,False,False,625.0
0.31,56.0,4.34,4.36,2.69,True,False,False,False,False,False,625.0
0.31,58.0,4.36,4.4,2.69,False,True,False,False,False,False,625.0
0.31,57.0,4.32,4.36,2.71,True,False,False,False,False,False,625.0
0.31,55.0,4.33,5.71,2.71,True,False,False,False,False,False,625.0
0.31,55.0,4.35,4.36,2.71,True,False,False,False,False,False,625.0
0.31,60.0,4.39,4.41,2.61,False,True,False,False,False,False,625.0
0.31,58.0,4.34,4.38,2.71,False,True,False,False,False,False,625.0
0.31,59.0,4.32,4.34,2.7,False,False,False,False,False,False,625.0
0.31,60.0,4.39,4.42,2.63,False,True,False,False,False,False,625.0
0.31,56.0,4.33,4.37,2.69,True,False,False,False,False,False,625.0
0.31,55.0,4.31,4.35,2.68,True,False,False,False,False,False,625.0
0.31,59.0,4.31,4.33,2.67,False,True,False,False,False,False,2401.0
0.31,55.0,4.35,4.38,2.72,True,False,False,False,False,False,625.0
0.31,56.0,4.39,4.43,2.71,True,False,False,False,False,False,625.0
0.31,59.0,4.27,4.29,2.7,False,False,False,False,False,False,625.0
1.26,57.0,7.02,6.96,4.29,True,False,False,False,False,False,9236.0
1.5,58.0,7.29,7.26,4.54,False,False,False,False,False,False,9237.0
1.5,59.0,7.29,7.19,4.55,True,False,False,False,False,False,9240.0
1.5,59.0,7.3,7.36,4.46,False,True,False,False,True,False,9240.0
1.24,57.0,6.87,6.9,4.27,True,False,True,False,False,False,9240.0
1.3,56.0,6.93,6.96,4.29,True,False,False,False,False,False,9242.0
1.01,58.0,6.35,6.39,4.0,False,False,False,False,False,True,9243.0
1.29,57.0,6.99,7.07,4.31,True,False,False,False,False,False,9243.0
1.26,56.0,7.03,6.96,4.31,True,False,False,False,False,False,9243.0
1.03,56.0,6.45,5.71,4.01,True,False,False,False,False,False,9245.0
1.02,57.0,6.54,6.59,3.93,False,False,False,False,False,False,9246.0
1.0,56.0,6.31,6.34,4.04,False,False,False,False,False,False,9248.0
1.16,55.0,6.79,6.84,4.15,True,False,False,False,False,False,9248.0
1.16,55.0,6.75,6.81,4.17,True,False,False,False,False,False,9248.0
1.16,56.0,6.7,6.74,4.18,True,False,False,False,False,False,9251.0
1.64,54.5,7.53,7.57,4.71,True,False,False,False,False,False,9251.0
1.18,54.0,6.78,5.71,4.23,True,False,False,False,False,False,9252.0
1.7,57.0,7.63,7.55,4.8,False,False,False,False,False,False,9253.0
1.5,59.0,7.26,7.2,4.49,False,True,False,False,False,False,9253.0
1.35,56.0,7.08,7.05,4.43,False,True,False,False,False,False,9253.0
1.01,56.0,6.39,6.34,4.0,True,False,True,False,False,False,9254.0
1.04,61.0,6.63,6.69,3.88,False,False,False,False,False,False,9254.0
1.03,56.0,6.46,6.53,4.06,True,False,False,False,False,False,9254.0
1.41,60.0,7.12,7.04,4.52,False,False,False,False,False,False,9254.0
1.63,54.0,7.67,7.6,4.73,False,True,False,True,False,False,9256.0
1.1,60.0,6.59,6.67,4.07,False,False,False,False,False,True,9257.0
1.23,52.0,6.93,6.88,4.32,False,True,False,False,False,False,9257.0
1.05,54.0,5.7,6.52,4.06,True,False,False,False,False,False,9257.0
1.51,56.0,7.2,7.28,4.57,False,False,False,False,False,False,9258.0
1.14,57.0,6.71,6.76,4.15,True,False,False,False,False,True,9259.0
1.18,57.0,6.84,6.78,4.16,True,False,False,False,False,True,9260.0
1.22,58.0,6.85,6.9,4.21,False,False,False,False,False,False,9261.0
1.51,60.0,7.45,7.4,4.45,False,True,False,False,False,False,9261.0
1.11,55.0,6.67,6.71,4.1,True,False,False,False,False,False,9261.0
1.27,57.0,7.06,7.09,4.22,True,False,False,False,False,False,9262.0
1.19,58.0,7.01,6.94,4.17,False,True,True,False,False,False,9263.0
1.5,55.0,7.31,7.27,4.56,False,True,False,False,False,False,9265.0
1.72,57.0,7.67,7.63,4.74,False,True,False,False,False,False,9266.0
1.73,58.0,7.78,7.73,4.71,False,True,False,False,False,False,9271.0
1.29,56.0,6.97,7.02,4.32,True,False,False,False,False,False,9273.0
1.0,61.0,6.55,6.48,3.8,False,True,False,False,False,False,9274.0
1.6,56.0,7.43,7.51,4.64,True,False,False,False,True,False,9275.0
1.69,58.0,7.65,7.57,4.75,False,True,False,False,True,False,9275.0
0.7,56.0,6.98,6.94,4.33,True,False,False,False,False,False,9275.0
1.7,56.0,7.64,7.61,4.74,True,False,False,False,False,False,9276.0
1.07,54.0,6.58,5.71,4.1,True,False,False,False,False,True,9276.0
1.42,62.0,7.17,7.2,4.39,False,False,True,False,False,False,9278.0
1.5,62.0,7.26,7.32,4.46,False,False,False,True,False,False,9278.0
1.52,56.0,7.44,7.41,4.55,True,False,False,True,False,False,9278.0
1.21,58.0,6.89,6.98,4.17,False,True,False,False,False,False,9279.0
1.36,57.0,7.2,7.22,4.32,True,False,False,False,False,False,9279.0
1.5,63.0,7.37,7.41,4.49,False,False,False,True,False,False,9281.0
1.5,60.0,7.35,7.42,4.44,False,False,True,False,True,False,9281.0
1.5,57.0,7.31,7.33,4.63,False,False,True,False,True,False,9281.0
1.5,59.0,7.25,7.28,4.61,False,False,True,False,True,False,9281.0
1.04,56.0,6.53,6.46,4.04,True,False,False,False,False,False,9281.0
1.09,54.0,6.63,6.72,4.07,True,False,False,False,False,True,9282.0
1.25,58.0,6.88,6.93,4.25,True,False,False,False,False,False,9282.0
1.5,57.0,7.29,7.25,4.59,False,False,False,False,True,False,9282.0
1.25,56.0,7.01,6.93,4.23,False,True,False,False,False,False,9282.0
1.51,58.0,7.35,5.71,4.51,False,False,False,True,False,False,9283.0
1.54,57.0,7.27,7.37,4.65,False,False,False,False,False,False,9285.0
1.02,56.0,6.42,6.46,3.98,True,False,False,False,False,False,9286.0
1.21,55.0,6.84,6.88,4.25,True,False,False,False,False,False,9287.0
1.17,56.0,6.77,6.85,4.17,True,False,False,False,False,False,9289.0
1.52,60.0,7.46,7.49,4.48,False,False,False,True,False,False,9290.0
1.21,56.0,5.7,6.89,4.2,True,False,False,False,False,False,9290.0
1.58,60.0,7.42,7.38,4.61,False,True,False,False,True,False,9290.0
1.03,55.6,6.44,6.49,4.02,True,False,False,False,False,False,9290.0
1.22,56.0,6.88,6.85,4.27,True,False,False,False,False,False,9292.0
1.73,58.0,7.6,7.69,4.74,False,False,False,True,True,False,9292.0
1.22,55.0,6.91,6.85,4.28,False,True,True,False,False,False,9292.0
1.51,60.0,7.18,7.11,3.53,False,False,False,False,False,False,9293.0
1.34,59.0,7.07,7.04,4.28,False,True,False,False,False,False,9293.0
1.0,58.0,6.43,5.71,3.94,True,False,False,False,False,False,9294.0
1.56,57.0,7.4,7.36,4.63,True,False,False,True,False,False,9295.0
1.52,62.0,7.29,7.23,4.56,False,True,False,True,False,False,9295.0
1.52,58.0,7.27,7.2,4.63,False,False,False,True,False,False,9295.0
2.0,58.0,8.04,7.99,5.05,False,True,False,False,False,False,9296.0
1.31,58.0,7.13,7.1,4.29,False,True,False,False,False,False,9296.0
1.51,57.0,7.28,7.37,3.53,True,False,False,True,False,False,9297.0
1.39,54.0,7.23,7.25,4.43,True,False,False,False,False,False,9298.0
1.57,57.0,7.49,7.54,4.56,True,False,False,False,True,False,9298.0
1.11,60.0,6.75,6.72,4.03,False,True,False,False,False,False,9299.0
1.51,57.0,7.25,7.29,4.61,False,False,False,False,True,False,9301.0
1.51,59.0,7.36,7.4,4.56,False,True,False,True,False,False,9301.0
1.51,60.0,7.21,7.26,4.63,False,False,False,True,False,True,9301.0
1.51,55.0,7.35,7.39,4.61,True,False,False,False,True,False,9301.0
1.35,59.0,7.01,7.04,4.41,False,False,False,False,False,False,9302.0
1.51,55.0,7.34,7.3,4.61,False,True,True,False,True,False,9302.0
1.59,60.0,7.57,7.61,4.55,False,True,False,True,False,False,9304.0
1.18,58.0,6.8,6.77,4.18,False,True,False,False,False,False,9304.0
0.7,57.0,6.77,6.71,4.23,False,True,False,False,False,False,9304.0
1.5,57.0,7.25,7.31,4.53,False,False,False,False,False,False,9306.0
1.01,55.0,6.56,6.6,3.95,True,False,True,False,False,False,9310.0
1.65,62.0,7.58,7.51,4.6,False,True,False,False,False,False,2401.0
1.76,66.0,8.09,7.94,4.56,False,False,False,False,False,False,9314.0
1.54,58.0,7.53,7.48,4.51,False,True,False,True,False,False,9314.0
1.53,56.0,7.37,7.4,4.6,True,False,False,True,False,False,9315.0
1.14,55.0,6.7,6.6,4.17,True,False,False,False,False,False,9316.0
1.2,56.0,6.86,6.89,4.2,True,False,False,False,False,False,9317.0
1.23,60.0,6.9,6.94,4.24,False,True,False,False,False,False,9319.0
1.53,58.0,7.4,7.37,4.55,False,True,False,False,False,True,9322.0
1.21,54.0,6.8,6.82,4.27,True,False,False,False,False,False,9323.0
1.0,55.0,6.38,6.42,3.95,False,False,True,False,False,False,9324.0
1.5,62.0,7.55,7.48,4.35,False,False,False,False,False,False,9324.0
1.17,57.0,6.71,6.75,4.15,True,False,False,False,False,False,9326.0
1.51,58.0,7.29,7.32,4.54,False,True,False,True,False,False,9328.0
1.7,59.0,7.57,7.51,4.74,False,True,False,True,True,False,9330.0
1.7,59.0,7.69,7.59,4.68,False,True,False,True,False,False,9330.0
1.7,60.0,7.87,7.8,4.58,False,True,False,False,True,False,9330.0
1.2,57.0,6.78,6.71,4.24,False,False,False,False,False,False,9331.0
1.31,57.0,7.04,7.09,4.35,True,False,False,False,False,False,9331.0
1.53,60.0,7.39,7.44,4.48,False,False,False,False,False,False,9332.0
1.51,56.0,7.33,7.28,4.61,False,False,False,False,False,False,9332.0
1.13,57.0,6.62,6.66,4.14,True,False,False,False,False,False,9333.0
1.24,55.0,6.89,6.87,4.28,True,False,False,False,False,False,9333.0
1.24,57.0,6.97,6.86,4.25,False,True,False,False,False,False,9333.0
1.23,58.0,6.93,6.87,4.22,False,True,False,False,False,False,9333.0
1.51,59.0,7.34,7.39,4.52,True,False,False,False,False,False,9334.0
1.28,58.0,7.01,7.09,4.29,False,True,False,False,False,False,9335.0
1.58,56.0,7.55,7.48,4.64,True,False,False,True,False,False,9335.0
1.21,57.0,6.94,6.92,4.14,True,False,False,False,False,False,9335.0
1.76,63.0,7.65,7.63,4.81,False,False,False,False,False,False,9336.0
1.51,55.0,7.38,7.42,4.57,True,False,False,False,False,False,9336.0
1.5,60.0,7.28,7.38,4.46,False,False,False,False,False,False,9336.0
1.2,58.0,6.74,6.78,4.2,False,False,False,False,False,False,9337.0
1.22,56.0,6.83,6.88,4.24,True,False,False,False,False,False,9339.0
1.61,57.0,7.51,7.47,4.67,True,False,False,False,False,False,9341.0
1.61,59.0,7.73,7.68,4.5,False,True,False,True,False,False,9341.0
1.61,58.0,7.59,7.53,4.64,False,True,False,False,False,False,9341.0
1.5,61.0,7.41,7.45,4.41,False,False,False,True,False,False,9342.0
1.28,55.0,6.97,7.02,4.32,True,False,False,False,False,False,9342.0
1.51,58.0,7.28,7.31,4.6,False,False,True,False,True,False,2401.0
1.51,59.0,7.28,7.3,4.59,False,False,False,True,False,False,9343.0
1.51,60.0,7.27,7.37,4.47,False,False,True,False,True,False,9343.0
1.51,61.0,7.25,7.3,4.59,False,False,True,False,True,False,9343.0
1.52,59.0,7.35,7.4,4.49,False,False,False,False,True,False,9343.0
1.1,56.0,6.71,6.64,4.08,True,False,False,False,False,False,9343.0
0.7,55.0,7.37,7.26,4.58,True,False,False,True,False,False,9344.0
0.7,59.0,8.01,7.89,5.02,False,False,False,True,True,False,9344.0
1.51,60.0,7.31,7.27,4.5,False,True,False,True,False,False,9344.0
1.57,57.0,7.45,7.5,4.59,True,False,False,False,False,False,9346.0
1.23,58.0,6.88,6.95,4.19,False,False,False,False,False,False,9346.0
1.09,57.0,6.66,6.68,4.05,True,False,True,False,False,False,9346.0
1.5,57.0,7.25,7.35,4.58,True,False,False,False,False,False,9347.0
1.16,54.0,6.75,6.79,4.19,True,False,False,False,False,False,9348.0
1.51,57.0,7.34,7.28,4.5,True,False,False,True,False,False,9352.0
1.52,55.0,7.35,7.4,4.6,True,False,False,True,False,False,9352.0
1.5,60.0,7.31,7.4,4.45,False,False,False,True,False,False,9354.0
1.0,57.0,6.47,6.42,3.99,True,False,False,False,False,False,9354.0
1.29,58.0,6.89,6.86,4.29,False,True,False,False,False,False,9354.0
1.62,59.0,7.57,7.62,4.62,False,False,True,False,True,False,2401.0
1.21,59.0,6.68,6.74,4.22,False,False,False,False,False,False,9358.0
1.52,57.0,7.4,7.43,4.55,True,False,False,True,False,False,9358.0
1.54,56.0,7.41,7.44,4.58,True,False,False,False,True,False,9359.0
1.07,57.0,6.54,6.59,4.04,True,False,False,False,False,False,9361.0
1.23,59.0,7.05,6.98,3.53,False,True,True,False,False,False,9361.0
1.24,56.0,6.88,6.92,4.22,True,False,False,False,False,False,9362.0
1.18,57.0,6.9,6.94,4.13,False,True,False,False,False,False,9366.0
0.7,56.0,6.83,6.87,4.23,True,False,False,False,False,False,9366.0
1.52,59.0,7.18,7.25,4.65,False,False,False,False,False,False,9368.0
1.21,60.0,6.89,6.91,4.11,False,True,False,False,False,False,9370.0
1.2,61.0,6.86,6.81,4.21,False,True,False,False,False,False,9370.0
1.27,60.0,6.99,7.03,4.28,False,True,False,False,False,False,9371.0
1.28,53.0,6.94,6.97,4.36,True,False,False,False,False,False,9372.0
1.2,56.0,6.76,6.81,4.22,True,False,False,False,False,False,9373.0
1.5,60.0,7.34,7.28,4.49,False,True,False,False,True,False,9374.0
1.23,57.0,6.9,6.94,4.27,True,False,False,False,False,False,2401.0
1.6,55.0,7.53,7.59,4.69,True,False,False,True,False,False,9376.0
1.25,59.0,6.81,5.71,4.28,False,False,False,False,False,False,9377.0
1.11,59.0,6.79,6.82,4.03,False,True,False,False,False,False,9377.0
1.15,56.0,6.83,6.8,4.13,True,False,False,False,False,True,9377.0
1.7,61.0,7.47,7.53,4.68,False,False,False,False,False,False,9380.0
1.54,59.0,7.38,7.36,4.6,False,True,False,False,False,True,9383.0
1.19,55.0,6.91,6.9,4.19,True,False,False,False,False,False,9383.0
1.5,57.0,7.29,7.25,4.59,False,False,False,False,True,False,9384.0
1.71,61.0,7.67,7.59,4.76,False,True,False,True,False,False,9384.0
1.53,59.0,7.35,7.39,4.54,False,True,False,False,False,True,9384.0
1.59,59.0,7.42,7.4,4.64,False,True,False,False,True,False,9385.0
1.51,59.0,7.17,7.11,4.67,False,False,False,False,False,False,9386.0
1.52,62.0,7.37,7.42,4.48,False,False,False,False,True,False,9389.0
1.53,55.9,7.43,7.46,4.56,False,False,False,False,True,False,9391.0
1.54,56.0,7.47,7.42,4.56,True,False,False,False,False,False,9391.0
1.51,56.0,7.31,7.37,4.57,True,False,False,False,True,False,9391.0
1.5,59.0,7.31,7.39,4.48,False,False,False,False,False,False,2401.0
1.21,56.0,6.86,6.91,4.22,True,False,False,False,False,False,9397.0
1.26,55.0,7.02,7.04,4.28,True,False,False,False,False,False,9399.0
1.8,57.0,7.79,7.71,4.82,True,False,False,False,False,False,9399.0
0.7,56.0,7.1,7.05,4.38,True,False,False,False,False,False,9401.0
1.19,53.0,6.88,6.92,4.2,True,False,False,False,False,False,9403.0
1.56,55.0,7.44,7.46,4.61,True,False,False,False,False,False,9404.0
1.52,57.0,7.49,7.53,4.51,True,False,True,False,True,False,9405.0
1.24,63.0,6.96,6.99,4.2,False,False,False,False,False,False,9405.0
1.2,55.0,6.77,6.81,4.23,True,False,False,False,False,False,9407.0
1.6,53.5,7.45,7.5,4.66,True,False,False,True,False,False,9407.0
1.57,56.0,7.46,7.4,4.71,False,False,False,False,False,False,9407.0
1.32,57.0,7.07,7.13,4.34,True,False,False,False,False,False,9408.0
1.5,55.0,7.39,7.31,4.6,True,False,False,True,False,False,9408.0
1.5,59.0,7.36,7.3,4.46,False,True,False,False,True,False,9408.0
1.24,58.0,6.89,6.84,4.27,False,True,False,False,False,False,9411.0
1.01,58.0,6.39,6.35,4.0,True,False,False,False,False,True,9412.0
1.03,56.0,6.48,6.45,4.01,True,False,False,False,False,False,9413.0
1.7,57.0,7.6,7.63,4.76,True,False,False,False,False,False,9414.0
1.51,56.0,7.35,7.38,4.56,False,False,False,True,False,False,9416.0
1.57,55.0,7.47,7.51,4.63,True,False,False,False,False,False,9416.0
0.7,57.0,7.34,7.23,4.6,False,False,False,False,False,False,9417.0
1.21,60.0,6.75,6.72,4.19,False,True,False,False,False,False,9419.0
1.16,57.0,6.74,6.7,4.18,True,False,False,False,False,False,9419.0
1.53,58.0,7.41,7.45,4.54,False,True,False,False,False,False,9424.0
1.53,60.0,7.28,5.71,4.58,False,True,False,False,True,False,9424.0
1.2,55.0,6.78,6.87,4.19,True,False,False,False,False,False,9424.0
1.65,55.0,7.6,7.57,4.72,True,False,False,False,False,False,9425.0
1.7,53.0,7.67,7.6,4.75,True,False,False,False,False,False,9425.0
1.55,59.0,7.45,7.47,4.46,False,False,False,False,False,False,9428.0
1.77,58.0,7.94,7.86,4.71,True,False,False,False,False,False,9428.0
1.27,57.0,7.09,7.06,4.22,True,False,False,False,False,False,9431.0
1.16,57.0,6.76,6.79,4.15,True,False,False,False,False,False,9432.0
1.16,56.0,6.83,6.78,4.18,True,False,False,False,False,False,9432.0
1.06,56.0,6.62,6.69,4.03,False,False,False,False,False,False,9433.0
2.03,59.0,8.15,8.12,4.91,False,True,False,False,True,False,9435.0
2.0,56.0,7.98,7.84,5.0,False,False,False,True,True,False,9435.0
1.61,57.0,7.48,7.54,4.71,True,False,False,True,False,False,9439.0
1.12,58.0,6.67,6.7,4.09,False,True,False,False,False,False,9440.0
1.2,60.0,6.91,6.82,4.13,False,True,False,False,False,False,9442.0
1.51,56.0,7.44,7.47,4.52,True,False,False,True,False,False,9442.0
1.57,58.0,7.51,7.57,4.54,False,False,False,True,False,False,9443.0
1.7,56.0,7.71,7.64,4.7,True,False,False,False,True,False,9444.0
1.6,56.0,7.51,7.43,4.64,True,False,False,False,True,False,9444.0
1.42,62.0,7.2,7.17,4.39,False,True,True,False,False,False,9447.0
1.13,55.0,6.72,6.74,4.13,True,False,False,False,False,False,9448.0
1.52,57.0,7.38,7.32,4.51,True,False,False,False,False,False,9448.0
1.21,58.0,6.98,6.89,4.17,False,True,False,False,False,False,9448.0
1.21,60.0,6.92,6.88,4.16,True,False,True,False,False,False,9449.0
1.5,58.0,7.35,7.3,4.47,False,True,True,False,True,False,9450.0
1.5,60.0,7.42,7.35,4.44,False,True,True,False,True,False,9450.0
1.5,59.0,7.28,7.25,4.61,False,False,True,False,True,False,9450.0
1.43,56.0,7.24,7.09,4.55,False,False,False,False,False,False,9450.0
0.7,59.0,6.25,6.32,4.0,False,False,False,False,False,False,9451.0
1.01,59.0,6.3,6.42,3.99,False,False,False,False,False,False,9451.0
1.51,64.0,7.1,7.03,4.59,False,False,False,False,False,False,9452.0
1.54,56.4,7.43,7.45,4.53,True,False,False,False,True,False,9452.0
1.15,56.0,6.72,6.75,4.16,True,False,False,False,False,False,9457.0
1.58,55.0,7.42,7.49,4.64,True,False,False,True,False,False,9457.0
1.57,53.6,7.42,7.47,4.64,True,False,False,True,False,False,9460.0
0.7,57.0,6.66,6.69,4.1,True,False,False,False,False,False,9461.0
1.35,56.0,7.13,7.17,4.35,True,False,False,False,False,False,9462.0
1.01,57.0,5.7,6.4,4.02,True,False,False,False,False,False,9463.0
1.51,59.0,7.48,7.6,4.41,False,False,False,False,False,False,9464.0
1.04,56.0,6.5,6.54,4.02,True,False,False,False,False,False,9465.0
1.04,57.0,6.51,6.54,4.01,True,False,False,False,False,False,9465.0
1.52,59.0,7.3,7.35,4.55,True,False,False,True,False,False,9465.0
1.51,63.0,7.28,7.34,4.52,False,False,False,True,False,False,9467.0
1.51,60.0,7.28,7.32,4.55,False,True,False,True,False,False,9467.0
1.61,58.0,7.43,7.36,4.72,False,False,False,False,False,False,9467.0
1.53,56.0,7.39,7.34,4.59,True,False,False,False,True,False,9468.0
1.5,60.0,7.33,7.36,4.49,False,True,False,True,False,False,9471.0
1.51,56.0,7.49,7.42,4.47,True,False,False,True,False,False,9471.0
